date,Total_Kerosene_Product_Flowrate,Total_Atmospheric_Residue_Flowrate,Atm_Residue_to_Storage_Flowrate,Total_Heavy_Diesel_Product_Flowrate,Total_Light_Diesel_Product_Flowrate,Atm_Residue_to_Storage_EE1027_Flowrate,Total_Stabilized_Naphtha_Product_Flowrate,Jet_Fuel_Product_Train1_Flowrate,Blend_Yield_Gas & LPG,Blend_Yield_Kerosene,Blend_Yield_Light Diesel,Blend_Yield_Heavy Diesel,Blend_Yield_RCO
2024-06-01,413.730637138667,472.514420775618,489.972298155338,280.6000416444,380.837285086254,15.0832988859624,568.58620688308,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-02,370.43035828476,620.586749237377,610.756730242765,241.081074778338,331.513679110362,14.908776502284,525.293182406972,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-03,371.295795036001,553.866851526875,559.713816386832,248.051174904749,362.983939417695,25.8226199340033,559.721921388669,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-04,373.40530472256,646.250779561424,620.566334298768,223.782939110948,373.002058242133,33.3279437144343,485.29016355449,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-05,346.47811412776,748.602775333799,744.945075436302,229.305205617272,361.954738479054,43.4623110593948,423.388358638508,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-06,286.179106901703,904.37351990104,847.088983388807,160.539412960024,226.083860998783,59.2997644159298,301.185723267974,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-07,254.182827140034,730.242813463949,675.129138053548,247.589615958925,261.086399313243,46.9414197061015,305.681458829232,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-08,274.450680856581,670.140838978256,627.695923746907,287.073604503052,268.32120918127,42.8905188095125,281.418218751165,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-09,280.615592414642,553.392480755457,528.426034108335,298.559596863496,307.977968151019,33.9253139755701,388.485147748135,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-10,319.860550560279,511.934493696103,505.408322750334,196.246624117987,341.027684863944,19.7696523573819,490.481183182932,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-11,323.251988232717,531.594369826536,526.413468307031,198.807413784036,305.943918229438,19.8178555307638,499.978959398558,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-12,343.575961196695,446.734017513787,471.592560869524,237.827055115123,327.343256078458,12.9493028441255,554.376050070276,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-13,358.0067786,450.9361783,458.4951296,266.4869923,343.3411219,12.404772,580.1187254,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-14,365.834812974877,484.461109870603,492.15709851526,250.267383539646,358.852167112452,14.8473450321009,607.009405060988,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-15,364.134036463217,489.563729869777,504.914392243902,256.468490759645,349.351512750603,14.5674736703958,614.087109264545,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-16,376.182965751281,498.641944523095,506.210995139274,271.907125498236,350.900757108824,16.5022752751165,630.963403850481,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-17,375.179561684888,628.442836253733,611.795040247754,249.994400267207,359.788961439101,26.9464222176974,564.406683617962,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-18,405.49018619934,493.239800794425,502.613195810347,300.971502811814,351.837073962441,15.715158931277,641.482945222801,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-19,425.421853355201,470.962966521333,496.486453689384,309.948705306126,368.333102245239,21.8755603697071,666.437561896466,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-20,438.9826029,488.6791829,489.1632042,295.3213019,370.0123429,23.8251219,700.9985364,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-21,416.765137992524,542.883958518347,509.330197784258,273.347180694695,378.118297286515,43.1060051656404,691.387323012477,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-22,407.915061238271,636.535038489189,597.020522891454,229.878383407735,386.079906469629,44.3854074722468,630.684191594823,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-23,385.135605592156,663.069364061559,648.412894694417,272.957826370463,384.187948416829,37.7611811306126,587.401194062243,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
2024-06-24,391.352922128531,549.942292866286,559.867183072551,340.555317981334,378.954417992426,28.7632744911589,615.73279467743,0.0,0.017785714285714287,0.1739285714285714,0.14478571428571427,0.11314285714285714,0.32828571428571435
