blend_id,API,Sulphur,crude_AGB,crude_BOL,crude_CJB,crude_WCD,crude_QUI,crude_AME,crude_FOR,crude_ABO,crude_OK2,crude_ESC,crude_BOC,crude_BRL,crude_AKP,crude_ASC,crude_Total,crude_Gas & LPG,crude_Naptha ,crude_Kerosene,crude_Light Diesel,crude_Heavy Diesel,crude_RCO
CB14,36.5,1425.3,0.0,0.10815307820299501,0.0,0.06655574043261232,0.0,0.009983361064891847,0.023294509151414313,0.0,0.0,0.1264559068219634,0.0,0.0,0.0,0.0,0.3327787021630616,0.003993344425956739,0.06655574043261232,0.06156405990016639,0.04459234608985026,0.04392678868552413,0.11214642262895176
CB15,37.2,1361.7,0.0,0.14285714285714285,0.0,0.05980066445182724,0.0,0.009966777408637873,0.023255813953488372,0.009966777408637873,0.0,0.08970099667774087,0.0,0.0,0.0,0.0,0.3322259136212624,0.004318936877076411,0.07142857142857142,0.062458471760797336,0.044186046511627906,0.04285714285714286,0.10697674418604651
CB16,36.5,1428.9,0.0,0.18837675350701402,0.0,0.01002004008016032,0.0,0.013360053440213761,0.023380093520374085,0.006680026720106881,0.0,0.09018036072144289,0.0,0.0,0.0,0.0,0.33400133600534404,0.004342017368069473,0.07314629258517034,0.06279225116900468,0.045090180360721446,0.04342017368069473,0.10521042084168337
CB17,38.3,1269.2,0.0,0.12458361092604929,0.0,0.0932711525649567,0.0,0.013324450366422384,0.0,0.006662225183211192,0.0,0.0866089273817455,0.0,0.009993337774816787,0.0,0.0,0.3327781479013991,0.004663557628247834,0.07395069953364423,0.06329113924050632,0.04297135243171219,0.04163890739506995,0.10626249167221852
CB18,39.2,1176.7,0.0,0.1534356237491661,0.0,0.09673115410273514,0.0,0.02334889926617745,0.0,0.00333555703802535,0.0,0.0466977985323549,0.0,0.010006671114076049,0.0,0.0,0.3332221480987325,0.00533689126084056,0.07938625750500333,0.06437625083388926,0.04236157438292194,0.04036024016010673,0.10140093395597063
CB19,39.3,1352.7,0.0,0.09299236134174693,0.0,0.14945200929923613,0.0,0.0,0.0,0.0033211557622052474,0.00033211557622052476,0.043175024908668216,0.0,0.046496180670873466,0.0,0.0,0.33211557622052473,0.005978080371969445,0.07771504483560279,0.06243772832945865,0.04151444702756559,0.038857522417801396,0.10561275323812687
C20,36.3,1506.5,0.0,0.0,0.0,0.15666666666666665,0.0,0.0,0.16333333333333333,0.0,0.0,0.0033333333333333335,0.0,0.01,0.0,0.0,0.3333333333333333,0.005333333333333333,0.061,0.059666666666666666,0.04633333333333334,0.046000000000000006,0.11499999999999999
CB21,37.3,1454.4,0.0,0.043333333333333335,0.0,0.15,0.0,0.0,0.11333333333333334,0.0,0.0,0.006666666666666667,0.0,0.02,0.0,0.0,0.3333333333333333,0.005666666666666667,0.06733333333333334,0.06066666666666667,0.04466666666666667,0.043666666666666666,0.11133333333333334
CB22,37.6,1188.0,0.0,0.013625789298770357,0.0,0.04652708541043537,0.0,0.15619807244931871,0.10634762379528083,0.003323363243602526,0.0,0.009970089730807577,0.0,0.0,0.0,0.0,0.3320039880358924,0.007643735460285809,0.06613492854769026,0.062479228979727484,0.04719175805915586,0.04553007643735461,0.1030242605516783
CB23,37.0,1181.2,0.0,0.0133422281521014,0.0,0.01667778519012675,0.0,0.1667778519012675,0.12341561040693795,0.0,0.0,0.0133422281521014,0.0,0.0,0.0,0.0,0.3332221480987325,0.007671781187458305,0.06370913942628419,0.06237491661107405,0.048699132755170106,0.04703135423615743,0.10373582388258838
CB24,37.2,1161.6,0.0,0.03666666666666667,0.0,0.006666666666666667,0.0,0.16666666666666666,0.11,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.007666666666666666,0.066,0.063,0.04833333333333333,0.04666666666666667,0.10166666666666667
CB25,37.3,1155.3,0.0,0.029980013324450362,0.0,0.006662225183211192,0.0,0.173217854763491,0.10659560293137907,0.0,0.0,0.016655562958027982,0.0,0.0,0.0,0.0,0.3334443704197202,0.0076615589606928705,0.0659560293137908,0.06295802798134577,0.04830113257828114,0.04663557628247835,0.10193204530313124
CB26,40.0,944.6,0.0,0.023255813953488372,0.0,0.013289036544850497,0.0,0.2558139534883721,0.023255813953488372,0.0033222591362126242,0.0,0.016611295681063124,0.0,0.0,0.0,0.0,0.3322259136212624,0.009634551495016611,0.07541528239202658,0.06544850498338871,0.04584717607973422,0.04252491694352159,0.09335548172757475
Average,38.05384615384615,1293.05,0.0,0.04459730390774421,0.0,0.09465550217153873,0.0,0.062428534070340415,0.04473831291693799,0.005127600334319543,0.000269199017551776,0.05819826379452679,0.0,0.023458771529511906,0.0,0.0,0.3332632561287643,0.005909559385303275,0.06887649149074725,0.06290283710126499,0.044751131917773794,0.043771760253918775,0.10705147597975623
