date,Light_Diesel_to_DHT_Unit_Flowrate,Total_Kerosene_Product_Flowrate,Kerosene_to_Light_Diesel_DHT_Flowrate,Total_Atmospheric_Residue_Flowrate,Atm_Residue_to_RFCC_Unit_Flowrate,Atm_Residue_to_Storage_Flowrate,Total_Heavy_Diesel_Product_Flowrate,Total_Light_Diesel_Product_Flowrate,Crude_Column_Naphtha_to_SGCU_Flowrate,Heavy_Diesel_to_MHC_Flowrate,Atm_Residue_to_Storage_EE1027_Flowrate,Total_Stabilized_Naphtha_Product_Flowrate,Jet_Fuel_Product_Train1_Flowrate,Blend_Yield_RCO,Blend_Yield_Gas & LPG,Blend_Yield_Kerosene,Blend_Yield_Light Diesel,Blend_Yield_Heavy Diesel
2025-05-17,296.275429575557,515.63636942718,143.994837560259,1010.86587584203,611.193539457533,332.490074695683,376.258242846489,341.577715654317,660.370222556966,395.739938893687,15.5755074931336,898.059202123741,290.346704610686,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-18,308.270448892325,503.149500620247,144.031852487856,1020.60803057371,628.529111491901,326.065732652633,377.816401960332,349.998221235738,651.917363350694,396.446542483159,14.8088443222435,877.779236872292,283.450800373791,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-19,319.339789803602,511.142158494303,144.021825476474,1024.81973771093,649.795537849595,313.379619170329,378.322676766992,357.102021095911,622.582573699002,396.016141305371,12.3223716243121,850.650624107573,288.776012362656,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-20,279.568917159831,521.810600549144,144.001762474464,1059.30478114502,705.791992113582,288.366993300826,416.897873490977,370.909677298999,660.044641912706,421.711152468587,17.8518424051538,898.881845215831,294.850300454909,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-21,124.803268482711,563.899008912034,144.039919374631,1147.9406462986,746.782405166627,329.605727973768,442.884234194666,388.405722835078,702.8545066097,190.025721444991,23.121899626707,931.742112815135,320.104542341057,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-22,229.218298828668,581.635564074235,144.016983672923,1144.87332539153,792.918530941434,270.429355320593,438.26338066374,375.713263999137,697.955561352268,430.482609261933,26.0345597601267,914.751185183205,330.622577443939,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-23,236.855276412037,560.029727778398,143.988491922279,1157.95534290413,688.146653338618,392.001977568359,445.463276295275,377.743345062631,700.690898031413,424.377099705914,24.0447863719112,960.594695140114,317.429277650521,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-24,236.855276412037,560.029727778398,143.988491922279,1157.95534290413,688.146653338618,392.001977568359,445.463276295275,377.743345062631,700.690898031413,424.377099705914,24.0447863719112,960.594695140114,317.429277650521,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-25,245.444681222512,571.248597697629,144.01204417516,942.7425861497,748.955546441989,144.573648162435,518.537960187909,405.618925245304,809.62886179796,434.425827949024,12.2259610355935,1061.51340052037,322.821623118364,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-26,248.677705783239,578.596016639902,143.997572528874,1017.58924688902,798.306022057088,158.545348360686,489.071258737316,391.691975690616,775.318902338325,431.674808634105,19.5847257887461,1022.38872936755,303.037464423357,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-27,247.387105670392,579.998583093085,143.990738373475,1061.07437962146,827.456341710401,175.001050714609,485.093621117097,393.35492911628,743.843106061469,421.235478820373,19.8219748049931,979.295019727358,331.317033980771,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-28,193.843710254991,555.579298928565,144.021959680097,1110.1155760079,681.430681127932,280.575504902525,498.651811774737,386.727817308509,716.795896861979,467.142502373079,46.5209876469632,934.778899019264,314.078044306172,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-29,193.472921882957,482.260283254611,144.051472980772,1395.48938364979,412.289033217367,765.246368610654,392.244317763499,373.653056390119,599.039324660916,383.580863648583,70.2114360302146,766.481223256412,270.161551222545,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-30,221.04523471462673,407.0943375579473,144.04194188027327,1361.2671949867604,458.2268317182769,678.8661908870422,507.2239190754821,411.50455903666,592.7867940478516,363.58212301493336,70.10045075451141,733.4342349572349,223.0175441895443,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
2025-05-31,221.04523471462673,407.0943375579473,144.04194188027327,1361.2671949867604,458.2268317182769,678.8661908870422,507.2239190754821,411.50455903666,592.7867940478516,363.58212301493336,70.10045075451141,733.4342349572349,223.0175441895443,0.326595619047619,0.01780408163265306,0.16043265306122448,0.09800816326530613,0.1149795918367347
