date,Train_A_Raw_Crude_Flow,Train_B_Raw_Crude_Flow,Rich_Sponge_Oil_Flash_Drum_Bottoms_to_CDU,Rich_Gas_Knockout_Drum_Liquid_to_CDU
2025-01-01,1595.0348355749977,1425.7655605568414,11.572037841615861,0.7291263341903687
2025-01-02,1211.2864470625361,1193.7163479385006,12.22133135590391,0.7291263341903687
2025-01-03,1185.2664874285663,1165.2757509882642,11.981713647645597,0.7291263341903687
2025-01-04,1188.4209438787616,1168.0711928233745,13.19664301939144,0.7291263341903687
2025-01-05,1335.6828192766209,1274.171428098826,14.021247663690739,0.7291263341903687
2025-01-06,1587.3272804443322,1436.0064873898637,13.01072815219313,0.7291263341903687
2025-01-07,1591.5365144040218,1446.5056214498663,14.06889265003146,0.7291263341903687
2025-01-08,1581.222783948313,1441.1236949269062,13.116031640800113,0.7291263341903687
2025-01-09,1447.0804318644161,1296.5663929288826,12.017378963372229,0.7291263341903687
2025-01-10,1310.3921817509402,1152.3230872334996,11.188771147043996,0.7291263341903687
2025-01-11,1314.9362311876082,1152.4512474390567,11.653050723846388,0.7291263341903687
2025-01-12,1306.1227225811986,1142.3685524642813,12.458915219732901,0.7291263341903687
2025-01-13,1118.1900198564092,1065.1224876435201,12.124562254564205,0.7291263341903687
2025-01-14,1074.6827289039895,1053.3762616455112,13.977473815257285,0.7291263341903687
2025-01-15,1106.5267040511067,1018.3601653313644,16.018356213149268,0.7291263341903687
2025-01-16,1115.6328429780635,1006.9651158675442,17.209627801701956,0.7291263341903687
2025-01-17,1308.2535804328536,1206.9864244134828,16.194706845887602,0.7291263341903687
2025-01-18,1570.8717745838014,1496.000420071796,16.798854035157248,0.7038839625440072
2025-01-19,1315.1483481513603,1245.5463257002857,14.043482145445964,0.6965873837471009
2025-01-20,1611.9003168747222,1453.272571114525,14.594571215725576,0.6965873837471009
2025-01-21,1616.345413802622,1456.053562746147,14.7145059839301,0.6965873837471008
2025-01-22,1237.530239521916,1111.1158890010774,14.553702060412226,0.6965873837471007
2025-01-23,989.7399862356228,905.7720516668163,14.68187719652192,0.6965873837471008
2025-01-24,994.1623656089048,902.9338370075726,15.86940759472743,0.6965873837471008
2025-01-25,989.216000981807,907.6235038416426,17.163284767952877,0.6965873837471008
2025-01-26,991.7849499857133,911.9011754412937,16.972967383110024,0.6965873837471008
2025-01-27,986.8953505032009,905.421394217597,13.674524593233738,0.6965873837471008
2025-01-28,1008.8401488778574,916.5735252443802,14.94775324486252,0.6965873837471008
2025-01-29,1033.4229067354781,944.1123600160631,15.906741764549842,0.6965873837471008
2025-01-30,1083.360185601671,1002.7865337915047,14.743602042211869,0.6965873837471008
2025-01-31,1169.698419813549,1101.6259094848624,14.929471453072603,0.6965873837471008
