date,Train_A_Raw_Crude_Flow,Train_B_Raw_Crude_Flow,Rich_Sponge_Oil_Flash_Drum_Bottoms_to_CDU,Rich_Gas_Knockout_Drum_Liquid_to_CDU
2024-09-01,1016.09787302996,942.438524516004,20.2041700098195,0.800600946615099
2024-09-02,1014.78495817339,948.734721003681,18.0892021712533,0.802971513550129
2024-09-03,1006.61190942243,935.429595261807,16.1184654102821,0.780251767532655
2024-09-04,1017.90600587462,934.034260898034,21.1269534234224,0.77696167895457
2024-09-05,994.604495773195,925.696737098871,23.2635333500479,0.754489726611283
2024-09-06,604.043913922831,777.170973498039,9.68297200204247,0.603878420625994
2024-09-07,553.407111158109,779.012566674274,11.9110024852592,1.32809644456452
2024-09-08,912.576375596744,783.92668888461,14.1184103233479,0.0
2024-09-09,913.2138271025,783.573673883095,13.9901221138759,0.0
2024-09-10,913.335440964181,782.88160351069,13.3591574413021,0.0
2024-09-11,913.560924975322,782.51831806823,13.4889636107401,0.0
2024-09-12,913.603977700099,782.863901781299,13.8077257673066,0.0
2024-09-13,969.232720557512,843.292102527114,17.0894947428869,1.24328748872932
2024-09-14,1077.438334,1021.167384,17.20294663,0.0
2024-09-15,1046.795635,994.70286,17.88800677,0.800299565
2024-09-16,1031.36015,1018.601015,14.25641422,0.818934403
2024-09-17,1088.51746674001,1066.80252201834,13.6977725041369,0.824497727149125
2024-09-18,1090.21472711308,1055.74002257696,18.1442282062908,0.813968861677744
2024-09-19,1101.0199635508,1040.64688545606,18.9414681715622,0.817879411953127
2024-09-20,976.615659821155,874.603157250642,16.4421771884424,0.706903682401402
2024-09-21,899.506354380458,780.623702679119,14.1037981843943,0.439924779964359
2024-09-22,910.883872808881,797.550383778034,18.6053478221486,0.765662076751615
2024-09-23,955.279707896535,838.646324047817,28.2945279819225,0.812401918974231
2024-09-24,1041.25925992019,964.585069151592,18.428880529039,0.811045067183269
2024-09-25,1026.24049853938,1007.79808024616,17.9261870405281,0.794244167554841
2024-09-26,1041.1288852115,1033.49757475015,17.8918068029943,0.815217266600563
2024-09-27,1066.19793877853,1005.42577521545,16.9859366139874,0.807552936414129
2024-09-28,1033.3285519315,956.754538428581,17.898062245018,0.786463756961554
2024-09-29,1005.99583753507,948.223193263648,16.1066675196465,0.81946141847138
2024-09-30,1008.23796205008,951.132320996128,16.1977471518543,0.833137886940378
2024-10-01,995.108038713462,968.31794777021,14.8729636256485,0.815735251244971
