date,Total_Kerosene_Product_Flowrate,Total_Atmospheric_Residue_Flowrate,Atm_Residue_to_Storage_Flowrate,Total_Heavy_Diesel_Product_Flowrate,Total_Light_Diesel_Product_Flowrate,Atm_Residue_to_Storage_EE1027_Flowrate,Total_Stabilized_Naphtha_Product_Flowrate,Jet_Fuel_Product_Train1_Flowrate,Blend_Yield_Gas & LPG,Blend_Yield_Kerosene,Blend_Yield_Light Diesel,Blend_Yield_Heavy Diesel,Blend_Yield_RCO
2024-07-01,400.00050313783,707.229113824757,646.309159218378,254.182829463033,319.999595737805,53.0023386424278,508.066806923927,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-02,343.218127687099,881.688235150209,766.793034202861,162.758834772792,283.234219889094,49.851735854257,522.025790454883,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-03,372.447474046591,748.505626894932,731.129552111804,197.224665929105,268.115556675793,16.3793114761012,984.417109856609,-9.20082320785522,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-04,360.573281971029,763.703625128684,767.127634753908,195.779815679421,271.383899138821,5.39094897393466,644.771751722442,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-05,367.122598657627,748.692346660246,756.542357195457,221.206569624989,216.760451465547,4.68263826874438,430.165334920675,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-06,370.000546197437,738.34480603296,746.995156996932,220.722096528472,219.999207016084,2.07258328813528,434.128218294179,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-07,364.98321640027,690.817546891273,707.648157551551,200.707528949302,227.505719478558,7.29736748183761,491.840895632046,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-08,370.387837394045,574.337706682418,607.807338857964,210.750097303492,288.265602611623,0.00598514881404466,520.059757038503,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-09,367.727428084074,664.885567036403,683.962010055214,155.889894644142,279.518208601516,4.32431604840509,502.567386884455,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-10,380.465955697881,661.325425868129,678.234534479326,235.673855955617,299.475539936632,6.02147595801664,530.782382944091,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-11,422.34303726786,589.076735448606,613.607999782688,268.640271961023,374.81667901558,0,641.959212699203,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-12,418.775979315245,572.771504848711,591.030708469073,273.190786449608,338.803281744346,30.9739091035862,592.094486934816,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-13,380.5152621,474.1147136,498.4433616,258.0666319,312.0138505,25.74743021,580.6657332,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-14,365.819173153649,580.667132727843,582.395966636413,158.664275230125,294.608742403709,34.1371600934259,532.387062972012,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-15,343.378842910731,655.242594403626,636.542532675886,175.702139448304,281.385895934214,40.1770115346576,512.948407131101,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-16,339.849947774632,692.268832823345,665.642893923097,179.092653459732,254.347972919463,41.8966516906964,471.981117229057,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-17,359.570100825964,621.144188120111,611.659512833916,201.604367062425,283.846342810091,35.9526907002383,499.269759348678,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-18,359.998230791654,655.237350163906,635.251578852662,224.993193362393,291.031493436232,38.8161099392742,494.655925807809,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-19,217.809295495755,1137.66256652118,979.809861795456,122.911256736072,286.375870888204,44.9466859832586,496.790356125619,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-20,194.585662012698,1182.23971445057,1028.3112625846,132.198241278776,299.374212356728,48.9242670205005,476.645210154158,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-21,429.342751009393,651.037847222726,600.743328458404,327.837382434506,373.729476543688,54.2809736007237,638.581098881211,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-22,459.963348524358,698.929472231415,632.628454338509,346.966364727513,389.999454706409,59.7463052401232,715.50743946086,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-23,466.469873803969,801.634722121227,713.48683824866,375.325767096969,392.889312163787,68.9394866546456,595.883546091023,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-24,469.987797679017,777.59232520788,695.710299313705,394.056829685402,399.971212555093,66.7342209143604,620.86366917196,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
2024-07-25,478.83839571987,775.521960965035,690.269526836203,393.554943635127,400.014624999792,66.7434230649205,622.276782843139,0,0.0165625,0.17987499999999998,0.1362893450635386,0.11486217008797654,0.3207820136852395
